# Generated by projects_and_tasks/test_access_matrix.py -- do not hand-edit.
# Regenerate with WORKROOM_UPDATE_ACCESS_BASELINE=1 and review the diff.
#
# Columns:
#   view         user_can_view_project
#   manage_proj  user_can_manage_project
#   manage_task  user_can_manage_task, task created by someone else
#   own_task     user_can_manage_task, task created by the actor
#   set_status   user_can_update_task_status
#   log_time     user_can_log_time
#   approve      user_can_approve_task, task created by someone else
#   deadline     user_can_extend_deadline
#
# Dimensions:
#   member  the actor ProjectMembership role on this project, or none
#   rel     none | creator (actor is created_by) | owner (actor is current_owner)
#           "both" is omitted: effective access is a max, so it adds nothing
#   asg     the actor is assigned a live task on this project

actor    | vis        | dept  | member  | rel     | asg | view manage_proj manage_task own_task set_status log_time approve deadline
CM       | private    | none  | manager | creator | 1   | 1    1           1           1        1          1        0       1
CM       | private    | none  | manager | owner   | 1   | 1    1           1           1        1          1        0       0
CM       | department | match | none    | none    | 0   | 1    1           1           1        0          1        0       0
CM       | department | match | none    | creator | 0   | 1    1           1           1        0          1        0       1
CM       | department | match | none    | owner   | 0   | 1    1           1           1        0          1        0       0
CM       | department | match | none    | none    | 1   | 1    1           1           1        1          1        0       0
CM       | department | match | none    | creator | 1   | 1    1           1           1        1          1        0       1
CM       | department | match | none    | owner   | 1   | 1    1           1           1        1          1        0       0
CM       | department | match | viewer  | none    | 0   | 1    1           1           1        0          1        0       0
CM       | department | match | viewer  | creator | 0   | 1    1           1           1        0          1        0       1
CM       | department | match | viewer  | owner   | 0   | 1    1           1           1        0          1        0       0
CM       | department | match | viewer  | none    | 1   | 1    1           1           1        1          1        0       0
CM       | department | match | viewer  | creator | 1   | 1    1           1           1        1          1        0       1
CM       | department | match | viewer  | owner   | 1   | 1    1           1           1        1          1        0       0
CM       | department | match | contrib | none    | 0   | 1    1           1           1        0          1        0       0
CM       | department | match | contrib | creator | 0   | 1    1           1           1        0          1        0       1
CM       | department | match | contrib | owner   | 0   | 1    1           1           1        0          1        0       0
CM       | department | match | contrib | none    | 1   | 1    1           1           1        1          1        0       0
CM       | department | match | contrib | creator | 1   | 1    1           1           1        1          1        0       1
CM       | department | match | contrib | owner   | 1   | 1    1           1           1        1          1        0       0
CM       | department | match | manager | none    | 0   | 1    1           1           1        0          1        0       0
CM       | department | match | manager | creator | 0   | 1    1           1           1        0          1        0       1
CM       | department | match | manager | owner   | 0   | 1    1           1           1        0          1        0       0
CM       | department | match | manager | none    | 1   | 1    1           1           1        1          1        0       0
CM       | department | match | manager | creator | 1   | 1    1           1           1        1          1        0       1
CM       | department | match | manager | owner   | 1   | 1    1           1           1        1          1        0       0
CM       | department | other | none    | none    | 0   | 1    1           1           1        0          1        0       0
CM       | department | other | none    | creator | 0   | 1    1           1           1        0          1        0       1
CM       | department | other | none    | owner   | 0   | 1    1           1           1        0          1        0       0
CM       | department | other | none    | none    | 1   | 1    1           1           1        1          1        0       0
CM       | department | other | none    | creator | 1   | 1    1           1           1        1          1        0       1
CM       | department | other | none    | owner   | 1   | 1    1           1           1        1          1        0       0
CM       | department | other | viewer  | none    | 0   | 1    1           1           1        0          1        0       0
CM       | department | other | viewer  | creator | 0   | 1    1           1           1        0          1        0       1
CM       | department | other | viewer  | owner   | 0   | 1    1           1           1        0          1        0       0
CM       | department | other | viewer  | none    | 1   | 1    1           1           1        1          1        0       0
CM       | department | other | viewer  | creator | 1   | 1    1           1           1        1          1        0       1
CM       | department | other | viewer  | owner   | 1   | 1    1           1           1        1          1        0       0
CM       | department | other | contrib | none    | 0   | 1    1           1           1        0          1        0       0
CM       | department | other | contrib | creator | 0   | 1    1           1           1        0          1        0       1
CM       | department | other | contrib | owner   | 0   | 1    1           1           1        0          1        0       0
CM       | department | other | contrib | none    | 1   | 1    1           1           1        1          1        0       0
CM       | department | other | contrib | creator | 1   | 1    1           1           1        1          1        0       1
CM       | department | other | contrib | owner   | 1   | 1    1           1           1        1          1        0       0
CM       | department | other | manager | none    | 0   | 1    1           1           1        0          1        0       0
CM       | department | other | manager | creator | 0   | 1    1           1           1        0          1        0       1
CM       | department | other | manager | owner   | 0   | 1    1           1           1        0          1        0       0
CM       | department | other | manager | none    | 1   | 1    1           1           1        1          1        0       0
CM       | department | other | manager | creator | 1   | 1    1           1           1        1          1        0       1
CM       | department | other | manager | owner   | 1   | 1    1           1           1        1          1        0       0
CM       | department | none  | none    | none    | 0   | 1    1           1           1        0          1        0       0
CM       | department | none  | none    | creator | 0   | 1    1           1           1        0          1        0       1
CM       | department | none  | none    | owner   | 0   | 1    1           1           1        0          1        0       0
CM       | department | none  | none    | none    | 1   | 1    1           1           1        1          1        0       0
CM       | department | none  | none    | creator | 1   | 1    1           1           1        1          1        0       1
CM       | department | none  | none    | owner   | 1   | 1    1           1           1        1          1        0       0
CM       | department | none  | viewer  | none    | 0   | 1    1           1           1        0          1        0       0
CM       | department | none  | viewer  | creator | 0   | 1    1           1           1        0          1        0       1
CM       | department | none  | viewer  | owner   | 0   | 1    1           1           1        0          1        0       0
CM       | department | none  | viewer  | none    | 1   | 1    1           1           1        1          1        0       0
CM       | department | none  | viewer  | creator | 1   | 1    1           1           1        1          1        0       1
CM       | department | none  | viewer  | owner   | 1   | 1    1           1           1        1          1        0       0
CM       | department | none  | contrib | none    | 0   | 1    1           1           1        0          1        0       0
CM       | department | none  | contrib | creator | 0   | 1    1           1           1        0          1        0       1
CM       | department | none  | contrib | owner   | 0   | 1    1           1           1        0          1        0       0
CM       | department | none  | contrib | none    | 1   | 1    1           1           1        1          1        0       0
CM       | department | none  | contrib | creator | 1   | 1    1           1           1        1          1        0       1
CM       | department | none  | contrib | owner   | 1   | 1    1           1           1        1          1        0       0
CM       | department | none  | manager | none    | 0   | 1    1           1           1        0          1        0       0
CM       | department | none  | manager | creator | 0   | 1    1           1           1        0          1        0       1
CM       | department | none  | manager | owner   | 0   | 1    1           1           1        0          1        0       0
CM       | department | none  | manager | none    | 1   | 1    1           1           1        1          1        0       0
CM       | department | none  | manager | creator | 1   | 1    1           1           1        1          1        0       1
CM       | department | none  | manager | owner   | 1   | 1    1           1           1        1          1        0       0
CM       | company    | match | none    | none    | 0   | 1    1           1           1        0          1        0       0
CM       | company    | match | none    | creator | 0   | 1    1           1           1        0          1        0       1
CM       | company    | match | none    | owner   | 0   | 1    1           1           1        0          1        0       0
CM       | company    | match | none    | none    | 1   | 1    1           1           1        1          1        0       0
CM       | company    | match | none    | creator | 1   | 1    1           1           1        1          1        0       1
CM       | company    | match | none    | owner   | 1   | 1    1           1           1        1          1        0       0
CM       | company    | match | viewer  | none    | 0   | 1    1           1           1        0          1        0       0
CM       | company    | match | viewer  | creator | 0   | 1    1           1           1        0          1        0       1
CM       | company    | match | viewer  | owner   | 0   | 1    1           1           1        0          1        0       0
CM       | company    | match | viewer  | none    | 1   | 1    1           1           1        1          1        0       0
CM       | company    | match | viewer  | creator | 1   | 1    1           1           1        1          1        0       1
CM       | company    | match | viewer  | owner   | 1   | 1    1           1           1        1          1        0       0
CM       | company    | match | contrib | none    | 0   | 1    1           1           1        0          1        0       0
CM       | company    | match | contrib | creator | 0   | 1    1           1           1        0          1        0       1
CM       | company    | match | contrib | owner   | 0   | 1    1           1           1        0          1        0       0
CM       | company    | match | contrib | none    | 1   | 1    1           1           1        1          1        0       0
CM       | company    | match | contrib | creator | 1   | 1    1           1           1        1          1        0       1
CM       | company    | match | contrib | owner   | 1   | 1    1           1           1        1          1        0       0
CM       | company    | match | manager | none    | 0   | 1    1           1           1        0          1        0       0
CM       | company    | match | manager | creator | 0   | 1    1           1           1        0          1        0       1
CM       | company    | match | manager | owner   | 0   | 1    1           1           1        0          1        0       0
CM       | company    | match | manager | none    | 1   | 1    1           1           1        1          1        0       0
CM       | company    | match | manager | creator | 1   | 1    1           1           1        1          1        0       1
CM       | company    | match | manager | owner   | 1   | 1    1           1           1        1          1        0       0
CM       | company    | other | none    | none    | 0   | 1    1           1           1        0          1        0       0
CM       | company    | other | none    | creator | 0   | 1    1           1           1        0          1        0       1
CM       | company    | other | none    | owner   | 0   | 1    1           1           1        0          1        0       0
CM       | company    | other | none    | none    | 1   | 1    1           1           1        1          1        0       0
CM       | company    | other | none    | creator | 1   | 1    1           1           1        1          1        0       1
CM       | company    | other | none    | owner   | 1   | 1    1           1           1        1          1        0       0
CM       | company    | other | viewer  | none    | 0   | 1    1           1           1        0          1        0       0
CM       | company    | other | viewer  | creator | 0   | 1    1           1           1        0          1        0       1
CM       | company    | other | viewer  | owner   | 0   | 1    1           1           1        0          1        0       0
CM       | company    | other | viewer  | none    | 1   | 1    1           1           1        1          1        0       0
CM       | company    | other | viewer  | creator | 1   | 1    1           1           1        1          1        0       1
CM       | company    | other | viewer  | owner   | 1   | 1    1           1           1        1          1        0       0
CM       | company    | other | contrib | none    | 0   | 1    1           1           1        0          1        0       0
CM       | company    | other | contrib | creator | 0   | 1    1           1           1        0          1        0       1
CM       | company    | other | contrib | owner   | 0   | 1    1           1           1        0          1        0       0
CM       | company    | other | contrib | none    | 1   | 1    1           1           1        1          1        0       0
CM       | company    | other | contrib | creator | 1   | 1    1           1           1        1          1        0       1
CM       | company    | other | contrib | owner   | 1   | 1    1           1           1        1          1        0       0
CM       | company    | other | manager | none    | 0   | 1    1           1           1        0          1        0       0
CM       | company    | other | manager | creator | 0   | 1    1           1           1        0          1        0       1
CM       | company    | other | manager | owner   | 0   | 1    1           1           1        0          1        0       0
CM       | company    | other | manager | none    | 1   | 1    1           1           1        1          1        0       0
CM       | company    | other | manager | creator | 1   | 1    1           1           1        1          1        0       1
CM       | company    | other | manager | owner   | 1   | 1    1           1           1        1          1        0       0
CM       | company    | none  | none    | none    | 0   | 1    1           1           1        0          1        0       0
CM       | company    | none  | none    | creator | 0   | 1    1           1           1        0          1        0       1
CM       | company    | none  | none    | owner   | 0   | 1    1           1           1        0          1        0       0
CM       | company    | none  | none    | none    | 1   | 1    1           1           1        1          1        0       0
CM       | company    | none  | none    | creator | 1   | 1    1           1           1        1          1        0       1
CM       | company    | none  | none    | owner   | 1   | 1    1           1           1        1          1        0       0
CM       | company    | none  | viewer  | none    | 0   | 1    1           1           1        0          1        0       0
CM       | company    | none  | viewer  | creator | 0   | 1    1           1           1        0          1        0       1
CM       | company    | none  | viewer  | owner   | 0   | 1    1           1           1        0          1        0       0
CM       | company    | none  | viewer  | none    | 1   | 1    1           1           1        1          1        0       0
CM       | company    | none  | viewer  | creator | 1   | 1    1           1           1        1          1        0       1
CM       | company    | none  | viewer  | owner   | 1   | 1    1           1           1        1          1        0       0
CM       | company    | none  | contrib | none    | 0   | 1    1           1           1        0          1        0       0
CM       | company    | none  | contrib | creator | 0   | 1    1           1           1        0          1        0       1
CM       | company    | none  | contrib | owner   | 0   | 1    1           1           1        0          1        0       0
CM       | company    | none  | contrib | none    | 1   | 1    1           1           1        1          1        0       0
CM       | company    | none  | contrib | creator | 1   | 1    1           1           1        1          1        0       1
CM       | company    | none  | contrib | owner   | 1   | 1    1           1           1        1          1        0       0
CM       | company    | none  | manager | none    | 0   | 1    1           1           1        0          1        0       0
CM       | company    | none  | manager | creator | 0   | 1    1           1           1        0          1        0       1
CM       | company    | none  | manager | owner   | 0   | 1    1           1           1        0          1        0       0
CM       | company    | none  | manager | none    | 1   | 1    1           1           1        1          1        0       0
CM       | company    | none  | manager | creator | 1   | 1    1           1           1        1          1        0       1
CM       | company    | none  | manager | owner   | 1   | 1    1           1           1        1          1        0       0
CM       | public     | match | none    | none    | 0   | 1    1           1           1        0          1        0       0
CM       | public     | match | none    | creator | 0   | 1    1           1           1        0          1        0       1
CM       | public     | match | none    | owner   | 0   | 1    1           1           1        0          1        0       0
CM       | public     | match | none    | none    | 1   | 1    1           1           1        1          1        0       0
CM       | public     | match | none    | creator | 1   | 1    1           1           1        1          1        0       1
CM       | public     | match | none    | owner   | 1   | 1    1           1           1        1          1        0       0
CM       | public     | match | viewer  | none    | 0   | 1    1           1           1        0          1        0       0
CM       | public     | match | viewer  | creator | 0   | 1    1           1           1        0          1        0       1
CM       | public     | match | viewer  | owner   | 0   | 1    1           1           1        0          1        0       0
CM       | public     | match | viewer  | none    | 1   | 1    1           1           1        1          1        0       0
CM       | public     | match | viewer  | creator | 1   | 1    1           1           1        1          1        0       1
CM       | public     | match | viewer  | owner   | 1   | 1    1           1           1        1          1        0       0
CM       | public     | match | contrib | none    | 0   | 1    1           1           1        0          1        0       0
CM       | public     | match | contrib | creator | 0   | 1    1           1           1        0          1        0       1
CM       | public     | match | contrib | owner   | 0   | 1    1           1           1        0          1        0       0
CM       | public     | match | contrib | none    | 1   | 1    1           1           1        1          1        0       0
CM       | public     | match | contrib | creator | 1   | 1    1           1           1        1          1        0       1
CM       | public     | match | contrib | owner   | 1   | 1    1           1           1        1          1        0       0
CM       | public     | match | manager | none    | 0   | 1    1           1           1        0          1        0       0
CM       | public     | match | manager | creator | 0   | 1    1           1           1        0          1        0       1
CM       | public     | match | manager | owner   | 0   | 1    1           1           1        0          1        0       0
CM       | public     | match | manager | none    | 1   | 1    1           1           1        1          1        0       0
CM       | public     | match | manager | creator | 1   | 1    1           1           1        1          1        0       1
CM       | public     | match | manager | owner   | 1   | 1    1           1           1        1          1        0       0
CM       | public     | other | none    | none    | 0   | 1    1           1           1        0          1        0       0
CM       | public     | other | none    | creator | 0   | 1    1           1           1        0          1        0       1
CM       | public     | other | none    | owner   | 0   | 1    1           1           1        0          1        0       0
CM       | public     | other | none    | none    | 1   | 1    1           1           1        1          1        0       0
CM       | public     | other | none    | creator | 1   | 1    1           1           1        1          1        0       1
CM       | public     | other | none    | owner   | 1   | 1    1           1           1        1          1        0       0
CM       | public     | other | viewer  | none    | 0   | 1    1           1           1        0          1        0       0
CM       | public     | other | viewer  | creator | 0   | 1    1           1           1        0          1        0       1
CM       | public     | other | viewer  | owner   | 0   | 1    1           1           1        0          1        0       0
CM       | public     | other | viewer  | none    | 1   | 1    1           1           1        1          1        0       0
CM       | public     | other | viewer  | creator | 1   | 1    1           1           1        1          1        0       1
CM       | public     | other | viewer  | owner   | 1   | 1    1           1           1        1          1        0       0
CM       | public     | other | contrib | none    | 0   | 1    1           1           1        0          1        0       0
CM       | public     | other | contrib | creator | 0   | 1    1           1           1        0          1        0       1
CM       | public     | other | contrib | owner   | 0   | 1    1           1           1        0          1        0       0
CM       | public     | other | contrib | none    | 1   | 1    1           1           1        1          1        0       0
CM       | public     | other | contrib | creator | 1   | 1    1           1           1        1          1        0       1
CM       | public     | other | contrib | owner   | 1   | 1    1           1           1        1          1        0       0
CM       | public     | other | manager | none    | 0   | 1    1           1           1        0          1        0       0
CM       | public     | other | manager | creator | 0   | 1    1           1           1        0          1        0       1
CM       | public     | other | manager | owner   | 0   | 1    1           1           1        0          1        0       0
CM       | public     | other | manager | none    | 1   | 1    1           1           1        1          1        0       0
CM       | public     | other | manager | creator | 1   | 1    1           1           1        1          1        0       1
CM       | public     | other | manager | owner   | 1   | 1    1           1           1        1          1        0       0
CM       | public     | none  | none    | none    | 0   | 1    1           1           1        0          1        0       0
CM       | public     | none  | none    | creator | 0   | 1    1           1           1        0          1        0       1
CM       | public     | none  | none    | owner   | 0   | 1    1           1           1        0          1        0       0
CM       | public     | none  | none    | none    | 1   | 1    1           1           1        1          1        0       0
CM       | public     | none  | none    | creator | 1   | 1    1           1           1        1          1        0       1
CM       | public     | none  | none    | owner   | 1   | 1    1           1           1        1          1        0       0
CM       | public     | none  | viewer  | none    | 0   | 1    1           1           1        0          1        0       0
CM       | public     | none  | viewer  | creator | 0   | 1    1           1           1        0          1        0       1
CM       | public     | none  | viewer  | owner   | 0   | 1    1           1           1        0          1        0       0
CM       | public     | none  | viewer  | none    | 1   | 1    1           1           1        1          1        0       0
CM       | public     | none  | viewer  | creator | 1   | 1    1           1           1        1          1        0       1
CM       | public     | none  | viewer  | owner   | 1   | 1    1           1           1        1          1        0       0
CM       | public     | none  | contrib | none    | 0   | 1    1           1           1        0          1        0       0
CM       | public     | none  | contrib | creator | 0   | 1    1           1           1        0          1        0       1
CM       | public     | none  | contrib | owner   | 0   | 1    1           1           1        0          1        0       0
CM       | public     | none  | contrib | none    | 1   | 1    1           1           1        1          1        0       0
CM       | public     | none  | contrib | creator | 1   | 1    1           1           1        1          1        0       1
CM       | public     | none  | contrib | owner   | 1   | 1    1           1           1        1          1        0       0
CM       | public     | none  | manager | none    | 0   | 1    1           1           1        0          1        0       0
CM       | public     | none  | manager | creator | 0   | 1    1           1           1        0          1        0       1
CM       | public     | none  | manager | owner   | 0   | 1    1           1           1        0          1        0       0
CM       | public     | none  | manager | none    | 1   | 1    1           1           1        1          1        0       0
CM       | public     | none  | manager | creator | 1   | 1    1           1           1        1          1        0       1
CM       | public     | none  | manager | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | private    | match | none    | none    | 0   | 1    1           1           1        0          1        0       0
DL       | private    | match | none    | creator | 0   | 1    1           1           1        0          1        0       1
DL       | private    | match | none    | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | private    | match | none    | none    | 1   | 1    1           1           1        1          1        0       0
DL       | private    | match | none    | creator | 1   | 1    1           1           1        1          1        0       1
DL       | private    | match | none    | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | private    | match | viewer  | none    | 0   | 1    1           1           1        0          1        0       0
DL       | private    | match | viewer  | creator | 0   | 1    1           1           1        0          1        0       1
DL       | private    | match | viewer  | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | private    | match | viewer  | none    | 1   | 1    1           1           1        1          1        0       0
DL       | private    | match | viewer  | creator | 1   | 1    1           1           1        1          1        0       1
DL       | private    | match | viewer  | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | private    | match | contrib | none    | 0   | 1    1           1           1        0          1        0       0
DL       | private    | match | contrib | creator | 0   | 1    1           1           1        0          1        0       1
DL       | private    | match | contrib | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | private    | match | contrib | none    | 1   | 1    1           1           1        1          1        0       0
DL       | private    | match | contrib | creator | 1   | 1    1           1           1        1          1        0       1
DL       | private    | match | contrib | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | private    | match | manager | none    | 0   | 1    1           1           1        0          1        0       0
DL       | private    | match | manager | creator | 0   | 1    1           1           1        0          1        0       1
DL       | private    | match | manager | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | private    | match | manager | none    | 1   | 1    1           1           1        1          1        0       0
DL       | private    | match | manager | creator | 1   | 1    1           1           1        1          1        0       1
DL       | private    | match | manager | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | private    | other | none    | none    | 0   | 0    0           0           0        0          0        0       0
DL       | private    | other | none    | creator | 0   | 1    0           0           0        0          0        0       1
DL       | private    | other | none    | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | private    | other | none    | none    | 1   | 1    0           0           0        1          1        0       0
DL       | private    | other | none    | creator | 1   | 1    0           0           0        1          1        0       1
DL       | private    | other | none    | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | private    | other | viewer  | none    | 0   | 1    0           0           0        0          0        0       0
DL       | private    | other | viewer  | creator | 0   | 1    0           0           0        0          0        0       1
DL       | private    | other | viewer  | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | private    | other | viewer  | none    | 1   | 1    0           0           0        1          1        0       0
DL       | private    | other | viewer  | creator | 1   | 1    0           0           0        1          1        0       1
DL       | private    | other | viewer  | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | private    | other | contrib | none    | 0   | 1    0           0           0        0          0        0       0
DL       | private    | other | contrib | creator | 0   | 1    0           0           0        0          0        0       1
DL       | private    | other | contrib | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | private    | other | contrib | none    | 1   | 1    0           0           0        1          1        0       0
DL       | private    | other | contrib | creator | 1   | 1    0           0           0        1          1        0       1
DL       | private    | other | contrib | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | private    | other | manager | none    | 0   | 1    1           1           1        0          1        0       0
DL       | private    | other | manager | creator | 0   | 1    1           1           1        0          1        0       1
DL       | private    | other | manager | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | private    | other | manager | none    | 1   | 1    1           1           1        1          1        0       0
DL       | private    | other | manager | creator | 1   | 1    1           1           1        1          1        0       1
DL       | private    | other | manager | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | private    | none  | none    | none    | 0   | 0    0           0           0        0          0        0       0
DL       | private    | none  | none    | creator | 0   | 1    0           0           0        0          0        0       1
DL       | private    | none  | none    | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | private    | none  | none    | none    | 1   | 1    0           0           0        1          1        0       0
DL       | private    | none  | none    | creator | 1   | 1    0           0           0        1          1        0       1
DL       | private    | none  | none    | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | private    | none  | viewer  | none    | 0   | 1    0           0           0        0          0        0       0
DL       | private    | none  | viewer  | creator | 0   | 1    0           0           0        0          0        0       1
DL       | private    | none  | viewer  | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | private    | none  | viewer  | none    | 1   | 1    0           0           0        1          1        0       0
DL       | private    | none  | viewer  | creator | 1   | 1    0           0           0        1          1        0       1
DL       | private    | none  | viewer  | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | private    | none  | contrib | none    | 0   | 1    0           0           0        0          0        0       0
DL       | private    | none  | contrib | creator | 0   | 1    0           0           0        0          0        0       1
DL       | private    | none  | contrib | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | private    | none  | contrib | none    | 1   | 1    0           0           0        1          1        0       0
DL       | private    | none  | contrib | creator | 1   | 1    0           0           0        1          1        0       1
DL       | private    | none  | contrib | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | private    | none  | manager | none    | 0   | 1    1           1           1        0          1        0       0
DL       | private    | none  | manager | creator | 0   | 1    1           1           1        0          1        0       1
DL       | private    | none  | manager | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | private    | none  | manager | none    | 1   | 1    1           1           1        1          1        0       0
DL       | private    | none  | manager | creator | 1   | 1    1           1           1        1          1        0       1
DL       | private    | none  | manager | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | department | match | none    | none    | 0   | 1    1           1           1        0          1        0       0
DL       | department | match | none    | creator | 0   | 1    1           1           1        0          1        0       1
DL       | department | match | none    | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | department | match | none    | none    | 1   | 1    1           1           1        1          1        0       0
DL       | department | match | none    | creator | 1   | 1    1           1           1        1          1        0       1
DL       | department | match | none    | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | department | match | viewer  | none    | 0   | 1    1           1           1        0          1        0       0
DL       | department | match | viewer  | creator | 0   | 1    1           1           1        0          1        0       1
DL       | department | match | viewer  | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | department | match | viewer  | none    | 1   | 1    1           1           1        1          1        0       0
DL       | department | match | viewer  | creator | 1   | 1    1           1           1        1          1        0       1
DL       | department | match | viewer  | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | department | match | contrib | none    | 0   | 1    1           1           1        0          1        0       0
DL       | department | match | contrib | creator | 0   | 1    1           1           1        0          1        0       1
DL       | department | match | contrib | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | department | match | contrib | none    | 1   | 1    1           1           1        1          1        0       0
DL       | department | match | contrib | creator | 1   | 1    1           1           1        1          1        0       1
DL       | department | match | contrib | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | department | match | manager | none    | 0   | 1    1           1           1        0          1        0       0
DL       | department | match | manager | creator | 0   | 1    1           1           1        0          1        0       1
DL       | department | match | manager | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | department | match | manager | none    | 1   | 1    1           1           1        1          1        0       0
DL       | department | match | manager | creator | 1   | 1    1           1           1        1          1        0       1
DL       | department | match | manager | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | department | other | none    | none    | 0   | 0    0           0           0        0          0        0       0
DL       | department | other | none    | creator | 0   | 1    0           0           0        0          0        0       1
DL       | department | other | none    | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | department | other | none    | none    | 1   | 1    0           0           0        1          1        0       0
DL       | department | other | none    | creator | 1   | 1    0           0           0        1          1        0       1
DL       | department | other | none    | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | department | other | viewer  | none    | 0   | 1    0           0           0        0          0        0       0
DL       | department | other | viewer  | creator | 0   | 1    0           0           0        0          0        0       1
DL       | department | other | viewer  | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | department | other | viewer  | none    | 1   | 1    0           0           0        1          1        0       0
DL       | department | other | viewer  | creator | 1   | 1    0           0           0        1          1        0       1
DL       | department | other | viewer  | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | department | other | contrib | none    | 0   | 1    0           0           0        0          0        0       0
DL       | department | other | contrib | creator | 0   | 1    0           0           0        0          0        0       1
DL       | department | other | contrib | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | department | other | contrib | none    | 1   | 1    0           0           0        1          1        0       0
DL       | department | other | contrib | creator | 1   | 1    0           0           0        1          1        0       1
DL       | department | other | contrib | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | department | other | manager | none    | 0   | 1    1           1           1        0          1        0       0
DL       | department | other | manager | creator | 0   | 1    1           1           1        0          1        0       1
DL       | department | other | manager | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | department | other | manager | none    | 1   | 1    1           1           1        1          1        0       0
DL       | department | other | manager | creator | 1   | 1    1           1           1        1          1        0       1
DL       | department | other | manager | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | department | none  | none    | none    | 0   | 0    0           0           0        0          0        0       0
DL       | department | none  | none    | creator | 0   | 1    0           0           0        0          0        0       1
DL       | department | none  | none    | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | department | none  | none    | none    | 1   | 1    0           0           0        1          1        0       0
DL       | department | none  | none    | creator | 1   | 1    0           0           0        1          1        0       1
DL       | department | none  | none    | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | department | none  | viewer  | none    | 0   | 1    0           0           0        0          0        0       0
DL       | department | none  | viewer  | creator | 0   | 1    0           0           0        0          0        0       1
DL       | department | none  | viewer  | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | department | none  | viewer  | none    | 1   | 1    0           0           0        1          1        0       0
DL       | department | none  | viewer  | creator | 1   | 1    0           0           0        1          1        0       1
DL       | department | none  | viewer  | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | department | none  | contrib | none    | 0   | 1    0           0           0        0          0        0       0
DL       | department | none  | contrib | creator | 0   | 1    0           0           0        0          0        0       1
DL       | department | none  | contrib | owner   | 0   | 1    1           1           1        0          1        0       0
DL       | department | none  | contrib | none    | 1   | 1    0           0           0        1          1        0       0
DL       | department | none  | contrib | creator | 1   | 1    0           0           0        1          1        0       1
DL       | department | none  | contrib | owner   | 1   | 1    1           1           1        1          1        0       0
DL       | department | none  | manager | none    | 0   | 1    1           1           1        0          1        0       0
DL       | department | none  | manager | creator | 0   | 1    1           1           1        0          1        0       1
